,img_id,title,img_url,description,sex,material,price,brand,colour,Description
579,579,WOMEN Printed Drape Straight Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/68_437872.jpg,featuring draped fabric and charming colors and patterns easy waist pants perfect for inside and outside of the house viscose rayon fabric that is incredibly soft smooth and comfortable updated to be more narrow around the thighs and a slightly shorter inseam for a sleeker look made the elastic waistband more narrow for a design that can be used as one mile wear charming pattern illustrating small flowers and stems we recommend wearing them as one mile wear as well as loungewear,WOMEN,100% Rayon,19.9,UNIQLO,Color: COL68 Blue,featuring draped fabric and charming colors and patterns easy waist pants perfect for inside and outside of the house viscose rayon fabric that is incredibly soft smooth and comfortable updated to be more narrow around the thighs and a slightly shorter inseam for a sleeker look made the elastic waistband more narrow for a design that can be used as one mile wear charming pattern illustrating small flowers and stems we recommend wearing them as one mile wear as well as loungewear
580,580,WOMEN Satin Drape Straight Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/05_434522.jpg,lounge pants with a classy feel a lustrous and elegant design to wear at home or out glossy satin fabric that styles fashionably designed with an elastic waistband for ease of movement and a tassel drawstring for a stylish touch,WOMEN,100% Rayon,19.9,UNIQLO,Color: COL05 GRAY,lounge pants with a classy feel a lustrous and elegant design to wear at home or out glossy satin fabric that styles fashionably designed with an elastic waistband for ease of movement and a tassel drawstring for a stylish touch
581,581,WOMEN Printed Drape Straight Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/42_434527.jpg,featuring draped fabric and charming colors and patterns easy waist pants perfect for inside and outside of the house viscose rayon fabric that is incredibly soft smooth and comfortable updated to be more narrow around the thighs and a slightly shorter inseam for a sleeker look made the elastic waistband more narrow for a design that can be used as one mile wear small floral print that incorporates delicate but vibrant colors we recommend wearing them as one mile wear as well as loungewear,WOMEN,100% Rayon,19.9,UNIQLO,Color: COL42 YELLOW,featuring draped fabric and charming colors and patterns easy waist pants perfect for inside and outside of the house viscose rayon fabric that is incredibly soft smooth and comfortable updated to be more narrow around the thighs and a slightly shorter inseam for a sleeker look made the elastic waistband more narrow for a design that can be used as one mile wear small floral print that incorporates delicate but vibrant colors we recommend wearing them as one mile wear as well as loungewear
582,582,WOMEN Linen Cotton Tapered Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/08_433265.jpg,stylish silhouette with a cool breezy feel casual pants with a natural look both the material and silhouette have a natural laidback feel so you can style them casually tapered cut can be paired with any kind of top sleek on trend high waist the natural color complements this material,WOMEN,"[08Dark Gray] 55% Linen, 45% Cotton [Other Colors] 50% Cotton, 50% Linen",49.9,UNIQLO,Color: COL08 DARK GRAY,stylish silhouette with a cool breezy feel casual pants with a natural look both the material and silhouette have a natural laidback feel so you can style them casually tapered cut can be paired with any kind of top sleek on trend high waist the natural color complements this material
583,583,WOMEN Extra Warm Lined Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/08_432244.jpg,added padding to heattech for even greater warmth a sleek cut that is easy to style the outside is made of stretchy cotton like material that is easy to move around in added padding and lined with heattech fleece for incredible warmth flattering tapered cut the pockets are lined with brushed tricot material for even greater warmth the inner waistband allows you to make size adjustments the side pockets come with zippers the back pockets use concealed snap buttons for a sleek look and the waist also looks higher up constructed from a single piece of fabric for an exceptionally sleek look,WOMEN,"Shell: 90% Polyester, 10% Spandex/ Filling: 100% Polyester/ Lining: 100% Polyester",19.9,UNIQLO,Color: COL08 DARK GRAY,added padding to heattech for even greater warmth a sleek cut that is easy to style the outside is made of stretchy cotton like material that is easy to move around in added padding and lined with heattech fleece for incredible warmth flattering tapered cut the pockets are lined with brushed tricot material for even greater warmth the inner waistband allows you to make size adjustments the side pockets come with zippers the back pockets use concealed snap buttons for a sleek look and the waist also looks higher up constructed from a single piece of fabric for an exceptionally sleek look
584,584,WOMEN Chiffon Slit Skirt Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_438099.jpg,double layered chiffon fabric for a light and elegant skirt made of double layered chiffon fabric with a charming drape the waist is entirely elastic and flatters the front of the stomach so it looks stylish even with a top tucked in designed with a deeper side slit so it is easier to move the legs and the hem sways as you walk an elegant design with a double layered slit to keep your skin covered up,WOMEN,Shell: 100% Polyester/ Lining: 100% Polyester,39.9,UNIQLO,Color: COL09 BLACK,double layered chiffon fabric for a light and elegant skirt made of double layered chiffon fabric with a charming drape the waist is entirely elastic and flatters the front of the stomach so it looks stylish even with a top tucked in designed with a deeper side slit so it is easier to move the legs and the hem sways as you walk an elegant design with a double layered slit to keep your skin covered up
585,585,WOMEN Linen Cotton Tapered Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/07_436705.jpg,stylish silhouette with a cool breezy feel casual pants with a natural look cotton blended with soft linen for a crisp feel in a versatile flattering design tapered cut can be paired with any kind of top sleek and on trend high waist thin striped pattern complements the natural material,WOMEN,"55% Linen, 45% Cotton",49.9,UNIQLO,Color: COL07 GRAY,stylish silhouette with a cool breezy feel casual pants with a natural look cotton blended with soft linen for a crisp feel in a versatile flattering design tapered cut can be paired with any kind of top sleek and on trend high waist thin striped pattern complements the natural material
586,586,WOMEN Drape Straight Pants (Vine),https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/69_427577.jpg,soft fabric and relaxed cut allow you to completely relax stylish design makes it great for wearing outside as well this draped design in rayon material is soft and light the fabric creates a relaxed silhouette that is perfect for loungewear a refined botanical motif makes it both elegant and chic they can be worn for lounging at home or for going out,WOMEN,100% Rayon,19.9,UNIQLO,Color: COL69 NAVY,soft fabric and relaxed cut allow you to completely relax stylish design makes it great for wearing outside as well this draped design in rayon material is soft and light the fabric creates a relaxed silhouette that is perfect for loungewear a refined botanical motif makes it both elegant and chic they can be worn for lounging at home or for going out
588,588,WOMEN Uniqlo U Pajama Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/24_437052.jpg,classic pajama pants made with a cotton nylon blend fabric the brand u collection is the realization of a dedicated and skilled team of international designers based at our paris research and development center led by artistic director christophe lemaire lightweight with great breathability easy to clean and designed with deep rich colors comfy yet elegant classy and casual pants with minimalist details,WOMEN,"65% Cotton, 35% Nylon",59.9,UNIQLO,Color: COL24 ORANGE,classic pajama pants made with a cotton nylon blend fabric the brand u collection is the realization of a dedicated and skilled team of international designers based at our paris research and development center led by artistic director christophe lemaire lightweight with great breathability easy to clean and designed with deep rich colors comfy yet elegant classy and casual pants with minimalist details
589,589,WOMEN Drape Jogger Pants (Floral),https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/70_432371.jpg,a silky smooth feel that keeps you cool and comfortable a convenient pair that you can wear inside and outside the home made with draped rayon material an improved design that can be layered or worn as one mile wear now with a more stylish design that can be worn outside the house a casual multi colour pattern,WOMEN,100% Rayon,19.9,UNIQLO,Color: COL70 LIGHT PURP,a silky smooth feel that keeps you cool and comfortable a convenient pair that you can wear inside and outside the home made with draped rayon material an improved design that can be layered or worn as one mile wear now with a more stylish design that can be worn outside the house a casual multi colour pattern
590,590,WOMEN Uniqlo U Jersey Relaxed Straight Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_437060.jpg,jersey pants that combine a refined look with an easy waist for comfort the brand u collection is the realization of a dedicated and skilled team of international designers based at our paris research and development center led by artistic director christophe lemaire the straight cut has a charming leg flattering effect,WOMEN,"[09Black, 30Natural, 37Brown] 67% Cotton, 33% Polyester [32Beige] 69% Cotton, 31% Polyester",59.9,UNIQLO,Color: COL09 BLACK,jersey pants that combine a refined look with an easy waist for comfort the brand u collection is the realization of a dedicated and skilled team of international designers based at our paris research and development center led by artistic director christophe lemaire the straight cut has a charming leg flattering effect
591,591,WOMEN +J Chino Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/08_435888.jpg,legendary designer jil sander returns to brand with her signature modernist style inspired by a sense of enlightened understatement the collection consists of exceptional pieces with versatile styling options chino pants with carefully calculated curves that flatter the legs stretchy cotton material casual pants with a distinctive curved fit,WOMEN,"96% Cotton, 4% Spandex",19.9,UNIQLO,Color: COL08 DARK GRAY,legendary designer jil sander returns to brand with her signature modernist style inspired by a sense of enlightened understatement the collection consists of exceptional pieces with versatile styling options chino pants with carefully calculated curves that flatter the legs stretchy cotton material casual pants with a distinctive curved fit
592,592,WOMEN Uniqlo U Relaxed Straight Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_437064.jpg,comfortable and lightweight pants with a simple and stylish design the brand u collection is the realization of a dedicated and skilled team of international designers based at our paris research and development center led by artistic director christophe lemaire material that feels smooth and lightweight new brand u pants with an elegant minimalist design straight wide leg cut with a comfortable easy waist design flattering design and minimalist details for sophisticated comfort,WOMEN,100% Polyester,59.9,UNIQLO,Color: COL09 BLACK,comfortable and lightweight pants with a simple and stylish design the brand u collection is the realization of a dedicated and skilled team of international designers based at our paris research and development center led by artistic director christophe lemaire material that feels smooth and lightweight new brand u pants with an elegant minimalist design straight wide leg cut with a comfortable easy waist design flattering design and minimalist details for sophisticated comfort
593,593,WOMEN Drape Straight Pants (Small Flower),https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/32_432372.jpg,a silky smooth feel that keeps you cool and comfortable a convenient pair that you can wear inside and outside the home made with draped rayon material an improved design that can be layered or worn as casual lounge wear we updated these pants to have a more stylish design that can be worn outside the house a subdued two tone floral print,WOMEN,100% Rayon,19.9,UNIQLO,Color: COL32 BEIGE,a silky smooth feel that keeps you cool and comfortable a convenient pair that you can wear inside and outside the home made with draped rayon material an improved design that can be layered or worn as casual lounge wear we updated these pants to have a more stylish design that can be worn outside the house a subdued two tone floral print
594,594,WOMEN Chiffon Pleated Skirt Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_437166.jpg,versatile bottoms that wear like pants and look like a skirt washable for easy care features a skirt like design with pleats for flowy movement the new design features a longer length a smaller hem and less volume for a clean fit the pleated sheer fabric has a soft look features a new clean waistline that makes it easy to wear with a top tucked in,WOMEN,Shell: 100% Polyester/ Lining: 100% Polyester,39.9,UNIQLO,Color: COL09 BLACK,versatile bottoms that wear like pants and look like a skirt washable for easy care features a skirt like design with pleats for flowy movement the new design features a longer length a smaller hem and less volume for a clean fit the pleated sheer fabric has a soft look features a new clean waistline that makes it easy to wear with a top tucked in
595,595,WOMEN Uniqlo U Sweat Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_437097.jpg,charming sweats with a trendy sleek silhouette and smooth texture the brand u collection is the realization of a dedicated and skilled team of international designers based at our paris research and development center led by artistic director christophe lemaire used non brushed french terry material streamlined cut that flatters the legs non brushed french terry material for a lightweight feel,WOMEN,100% Cotton,49.9,UNIQLO,Color: COL09 BLACK,charming sweats with a trendy sleek silhouette and smooth texture the brand u collection is the realization of a dedicated and skilled team of international designers based at our paris research and development center led by artistic director christophe lemaire used non brushed french terry material streamlined cut that flatters the legs non brushed french terry material for a lightweight feel
596,596,WOMEN Smart Satin Ankle Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/71_437090.jpg,satin fabric is comfortable yet looks elegant and formal made with stretch material new hidden elastic waist looks great with your shirt tucked in,WOMEN,"72% Cotton, 22% Rayon, 6% Spandex",39.9,UNIQLO,Colour:COL09 BLACK,satin fabric is comfortable yet looks elegant and formal made with stretch material new hidden elastic waist looks great with your shirt tucked in
597,597,WOMEN Ultra Stretch Active Jogger Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/03_431537.jpg,amazing stretch and quick dry features make them perfect for exercise ankle length for a clean and sleek look ultra stretch fabric that stretches in all directions to offer complete freedom of movement dry ex that quickly wicks away any sweat and moisture,WOMEN,100% Polyester,19.9,UNIQLO,Colour:COL03 GRAY,amazing stretch and quick dry features make them perfect for exercise ankle length for a clean and sleek look ultra stretch fabric that stretches in all directions to offer complete freedom of movement dry ex that quickly wicks away any sweat and moisture
598,598,WOMEN Smart Ankle Pants (2Way Stretch),https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/01_433255.jpg,perfect for work or lounging at home versatile and comfy pants that can be worn in many different ways made with two way material that stretches vertically and horizontally will not wrinkle even after washing the center crease is made with resin processing new hidden elastic waist looks great with your shirt tucked in features a tapered fit with straight legs below the knees for easier movement the center pleats will stay crisp wash after wash perfect for dressing up or down,WOMEN,"65% Polyester, 31% Rayon, 4% Spandex",49.9,UNIQLO,Color: COL01 OFF WHITE,perfect for work or lounging at home versatile and comfy pants that can be worn in many different ways made with two way material that stretches vertically and horizontally will not wrinkle even after washing the center crease is made with resin processing new hidden elastic waist looks great with your shirt tucked in features a tapered fit with straight legs below the knees for easier movement the center pleats will stay crisp wash after wash perfect for dressing up or down
600,600,WOMEN Cotton Relax Ankle Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/01_435830.jpg,comfortable design still looks put together elevated design to be more than just loungewear changed the drawstring to the same fabric as the pants cotton in a relaxed tapered cut perfect for around the house and your neighborhood,WOMEN,100% Cotton,19.9,UNIQLO,Color: COL01 OFF WHITE,comfortable design still looks put together elevated design to be more than just loungewear changed the drawstring to the same fabric as the pants cotton in a relaxed tapered cut perfect for around the house and your neighborhood
601,601,WOMEN Ultra Stretch Active Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/31_431554.jpg,feels cool and comfortable when worn while also being incredibly stretchy and easy to move around in short length that is easy to move around in ultra stretch fabric that stretches in all directions for complete freedom of movement added dry technology to make them easier to dry after sweating or washing,WOMEN,100% Polyester,14.9,UNIQLO,Colour:COL09 BLACK,feels cool and comfortable when worn while also being incredibly stretchy and easy to move around in short length that is easy to move around in ultra stretch fabric that stretches in all directions for complete freedom of movement added dry technology to make them easier to dry after sweating or washing
603,603,WOMEN Maternity Smart Ankle Pants (2Way Stretch),https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_436671.jpg,maternity smart pants that are both comfortable and stylish can be worn for work or play made with two way material that stretches vertically and horizontally will not wrinkle even after washing,WOMEN,"Body: 65% Polyester, 31% Rayon, 4% Spandex/ Trim: 46% Modal, 46% Cotton, 8% Spandex",59.9,UNIQLO,Color: COL09 BLACK,maternity smart pants that are both comfortable and stylish can be worn for work or play made with two way material that stretches vertically and horizontally will not wrinkle even after washing
604,604,WOMEN Ultra Stretch Sweat Jogger Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/02_432996.jpg,updated the design so this loungewear is still comfortable and stylish outside of the house ultra stretch fabric that is incredibly soft and stretchy revised to a slightly slimmer cut that flatters the legs included side seams to make it suitable to wear outside these one mile pants are sleek around the waist but comfortable so they are great as everyday wear we pursued a design that can be enjoyed not only as roomwear but also as one mile wear,WOMEN,"Body: 95% Cotton, 5% Spandex/ Rib: 96% Cotton, 4% Spandex",19.9,UNIQLO,Colour:COL09 BLACK,updated the design so this loungewear is still comfortable and stylish outside of the house ultra stretch fabric that is incredibly soft and stretchy revised to a slightly slimmer cut that flatters the legs included side seams to make it suitable to wear outside these one mile pants are sleek around the waist but comfortable so they are great as everyday wear we pursued a design that can be enjoyed not only as roomwear but also as one mile wear
605,605,WOMEN Ultra Stretch Active Jogger Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/69_433737.jpg,the streamlined jogger pants are now even more functional can be worn as loungewear or activewear ultra stretch material with dry ex technology astounding elasticity and quick drying properties a jogger type with clean lines that allows for easy movement even during sports revised the cut around the waist ultra stretch material with dry ex technology astounding elasticity and quick drying properties a jogger type with clean lines that allows for easy movement even during sports revised the cut around the waist,WOMEN,100% Polyester,29.9,UNIQLO,Colour:COL09 BLACK,the streamlined jogger pants are now even more functional can be worn as loungewear or activewear ultra stretch material with dry ex technology astounding elasticity and quick drying properties a jogger type with clean lines that allows for easy movement even during sports revised the cut around the waist ultra stretch material with dry ex technology astounding elasticity and quick drying properties a jogger type with clean lines that allows for easy movement even during sports revised the cut around the waist
606,606,WOMEN Smart Ankle Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/38_429131.jpg,looks clean and feels comfortable you ll also love how easy it is to clean in two way stretch fabric for stress free comfort resin on the center pleats help keep them crisp even after washing slender waist i nglen plaid that is easy to style wrinkle resistant for easy care and cleaning,WOMEN,"67% Polyester, 29% Rayon, 4% Spandex",39.9,UNIQLO,Color: COL38 DARK BROWN,looks clean and feels comfortable you ll also love how easy it is to clean in two way stretch fabric for stress free comfort resin on the center pleats help keep them crisp even after washing slender waist i nglen plaid that is easy to style wrinkle resistant for easy care and cleaning
607,607,WOMEN Smart Ankle Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/12_429128.jpg,new design hides the elastic waistband pants that are easy to style with a shirt tucked in stress free comfort thanks to two way stretch fabric that stretches vertically and horizontally easy care processing for stress free maintenance this season the elastic waistband is covered by the same fabric for an improved look when a shirt is tucked in maintains a stylish silhouette with center pleats that remain after washing the tapered silhouette that looks straight from the knee down not only has a leg lengthening effect but also does not get stuck at the calves so outfit changes are quick and easy,WOMEN,"68% Polyester, 28% Rayon, 4% Spandex",39.9,UNIQLO,Colour:COL09 BLACK,new design hides the elastic waistband pants that are easy to style with a shirt tucked in stress free comfort thanks to two way stretch fabric that stretches vertically and horizontally easy care processing for stress free maintenance this season the elastic waistband is covered by the same fabric for an improved look when a shirt is tucked in maintains a stylish silhouette with center pleats that remain after washing the tapered silhouette that looks straight from the knee down not only has a leg lengthening effect but also does not get stuck at the calves so outfit changes are quick and easy
609,609,WOMEN Smart Ankle Pants (Brushed),https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/08_433518.jpg,a warm comfortable fit you will also love how easy it is to clean brushed two way stretch material for hassle free warmth resin behind the center pleats helps keep them crisp even after washing sleek waist design versatile windowpane pattern wrinkle resistant for easy care and cleaning,WOMEN,"67% Polyester, 29% Rayon, 4% Spandex",14.9,UNIQLO,Colour:COL08 DARK GRAY,a warm comfortable fit you will also love how easy it is to clean brushed two way stretch material for hassle free warmth resin behind the center pleats helps keep them crisp even after washing sleek waist design versatile windowpane pattern wrinkle resistant for easy care and cleaning
610,610,WOMEN HEATTECH Leggings,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/08_428502.jpg,the high functionality of this item keeps the entire sole warm the deep inseam is very comfortable to wear uses heattech for bio warming insulating moisture wicking anti microbial moisture retaining and anti static functions made with fabric that is stretchy soft and great at maintaining its original shape the item contours to the feet and keeps you warm this item features a deep rise and will keep your stomach and waist warm stretchy and soft the item is thin light and warm so it will keep you warm without being bulky,WOMEN,"38% Polyester ,31% Acrylic ,21% Rayon ,10% Spandex",14.9,UNIQLO,Color: COL08 DARK GRAY,the high functionality of this item keeps the entire sole warm the deep inseam is very comfortable to wear uses heattech for bio warming insulating moisture wicking anti microbial moisture retaining and anti static functions made with fabric that is stretchy soft and great at maintaining its original shape the item contours to the feet and keeps you warm this item features a deep rise and will keep your stomach and waist warm stretchy and soft the item is thin light and warm so it will keep you warm without being bulky
611,611,WOMEN Ultra Stretch Cropped Leggings Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/00_424883.jpg,impressive stretch that gives you both comfort and a beautiful silhouette dry technology to keep them feeling fresh when worn made with ultra stretch material that is incredibly stretchy and incredibly easy to move around in added dry technology to make them easier to dry after sweating or washing excellent stretch so they make your legs look flattering,WOMEN,"53% Cotton, 32% Polyester, 15% Spandex",29.9,UNIQLO,Color: COL00 WHITE,impressive stretch that gives you both comfort and a beautiful silhouette dry technology to keep them feeling fresh when worn made with ultra stretch material that is incredibly stretchy and incredibly easy to move around in added dry technology to make them easier to dry after sweating or washing excellent stretch so they make your legs look flattering
612,612,WOMEN Random Ribbed Leggings,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/08_430685.jpg,the various widths of ribbing will accentuate your look the vertical line is emphasized to make your legs look beautiful trendy randomized ribbing to accentuate your look the ribbed line makes your legs look sleek,WOMEN,"39% Cotton, 39% Modal, 19% Nylon, 2% Spandex, 1% Polyester",14.9,UNIQLO,Color: COL08 DARK GRAY,the various widths of ribbing will accentuate your look the vertical line is emphasized to make your legs look beautiful trendy randomized ribbing to accentuate your look the ribbed line makes your legs look sleek
613,613,WOMEN AIRism Soft UV Protection Leggings,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/07_433741.jpg,highly functional leggings new design for greater comfort airism with fast dry and cool touch technologies features a very smooth texture the new design delivers more comfort around the hips,WOMEN,"72% Polyester, 28% Spandex",29.9,UNIQLO,Color: COL07 GRAY,highly functional leggings new design for greater comfort airism with fast dry and cool touch technologies features a very smooth texture the new design delivers more comfort around the hips
614,614,WOMEN Ultra Stretch Leggings Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/00_433259.jpg,excellent stretch for a comfortable fit designed with a flattering cut that also allows you to move freely made with ultra stretch material stays dry design details include perfectly sized back pockets and angled yoke,WOMEN,"53% Cotton, 32% Polyester, 15% Spandex",29.9,UNIQLO,Color: COL00 WHITE,excellent stretch for a comfortable fit designed with a flattering cut that also allows you to move freely made with ultra stretch material stays dry design details include perfectly sized back pockets and angled yoke
616,616,WOMEN Ultra Stretch Leggings Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_429114.jpg,impressive stretch that balances both comfort and style with stay fresh dry technology made with our incredibly stretchy ultra stretch fabric excellent stretch flatters the legs added quick drying dry technology,WOMEN,"53% Cotton, 32% Polyester, 15% Spandex",19.9,UNIQLO,Color: COL09 BLACK,impressive stretch that balances both comfort and style with stay fresh dry technology made with our incredibly stretchy ultra stretch fabric excellent stretch flatters the legs added quick drying dry technology
617,617,WOMEN Maternity Ultra Stretch Leggings Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/68_438443.jpg,designed for comfort and style pants for expectant moms flattering straight cut through the legs the elevated knee placement creates a leg lengthening effect we ve adjusted the expansion rate of the denim to achieve a straighter silhouette while preserving the same exceptional freedom of movement laser finished to make legs look longer the denim look vintage,WOMEN,"Body: 52% Cotton, 33% Polyester, 15% Spandex/ Trim: 46% Modal, 46% Cotton, 8% Spandex",49.9,UNIQLO,Color: COL68 Blue,designed for comfort and style pants for expectant moms flattering straight cut through the legs the elevated knee placement creates a leg lengthening effect we ve adjusted the expansion rate of the denim to achieve a straighter silhouette while preserving the same exceptional freedom of movement laser finished to make legs look longer the denim look vintage
620,620,WOMEN Ultra Stretch Denim Cropped Leggings Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/65_437278.jpg,excellent stretch for a comfortable fit designed with a flattering cut that also allows you to move freely made with ultra stretch denim comes with dry technology design details include perfectly sized back pockets and angled yoke to give you a flattering look from behind acid wash for a fresh look,WOMEN,"52% Cotton, 33% Polyester, 15% Spandex",29.9,UNIQLO,Color: COL65 Blue,excellent stretch for a comfortable fit designed with a flattering cut that also allows you to move freely made with ultra stretch denim comes with dry technology design details include perfectly sized back pockets and angled yoke to give you a flattering look from behind acid wash for a fresh look
621,621,WOMEN Ultra Stretch Denim Leggings Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/64_429115.jpg,impressive stretch for comfort and style dry technology for a stay fresh feel made with our incredibly stretchy ultra stretch fabric quick drying dry technology superb stretch for a flattering fit,WOMEN,"52% Cotton, 33% Polyester, 15% Spandex",19.9,UNIQLO,Color: COL64 Blue,impressive stretch for comfort and style dry technology for a stay fresh feel made with our incredibly stretchy ultra stretch fabric quick drying dry technology superb stretch for a flattering fit
623,623,WOMEN AIRism Active UV Protection Soft Leggings,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/07_434215.jpg,a redesigned fit to improve comfort more coverage offers protection from uv rays airism with quick drying and cool touch features high performance leggings that are not see through and are perfect for casual wear updated the fit around the waist to provide extra comfort,WOMEN,"72% Polyester, 28% Spandex",29.9,UNIQLO,Color: COL07 GRAY,a redesigned fit to improve comfort more coverage offers protection from uv rays airism with quick drying and cool touch features high performance leggings that are not see through and are perfect for casual wear updated the fit around the waist to provide extra comfort
626,626,WOMEN AIRism Soft Leggings,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/06_428337.jpg,high performance leggings perfect for sports or everyday wear airism material with cool touch and quick drying dry technology uv protection feature protects the skin from ultraviolet rays thick enough to wear alone the versatile design can also be paired with shorts for a casual look,WOMEN,"[06Gray, 19Wine, 69Navy] 75% Polyester, 25% Spandex [09Black] 72% Polyester, 28% Spandex",29.9,UNIQLO,Color: COL06 GRAY,high performance leggings perfect for sports or everyday wear airism material with cool touch and quick drying dry technology uv protection feature protects the skin from ultraviolet rays thick enough to wear alone the versatile design can also be paired with shorts for a casual look
627,627,WOMEN HEATTECH Ultra Stretch Leggings Pants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/06_429152.jpg,our toasty heattech leggings pants in ultra stretch fabric for easy movement bio warming heattech keeps you warm cozy brushed lining ultra stretch fabric with an expansion rate of and rebound rate of we have updated the waistband so it lies flat material 06gray 07gr,WOMEN,"[06Gray, 07Gray] 53% Polyester, 20% Cotton, 10% Spandex, 9% Acrylic, 8% Rayon [Other Colors] 40% Cotton, 31% Polyester, 11% Spandex, 10% Acrylic, 8% Rayon",39.9,UNIQLO,Color: COL06 GRAY,our toasty heattech leggings pants in ultra stretch fabric for easy movement bio warming heattech keeps you warm cozy brushed lining ultra stretch fabric with an expansion rate of and rebound rate of we have updated the waistband so it lies flat material 06gray 07gr
628,628,WOMEN Relaco Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_435287.jpg,smooth shorts in a cool relaxed cut versatile design soft silky rayon fabric newly updated with a slightly longer and wider fit that showcases the drape of the fabric colors and patterns ideal for wearing at home or out,WOMEN,100% Rayon,19.9,UNIQLO,Colour:COL09 BLACK,smooth shorts in a cool relaxed cut versatile design soft silky rayon fabric newly updated with a slightly longer and wider fit that showcases the drape of the fabric colors and patterns ideal for wearing at home or out
629,629,WOMEN Joy of  Print Cotton RELACO 3/4 Shorts (Straight),https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/11_428068.jpg,joy of print is a london based independent print studio founded by the designer cath kidston as a new solo project introducing a collection flowing with beauty and joy extremely lightweight and supple rayon material with a beautiful drape,WOMEN,100% Cotton,14.9,UNIQLO,Colour:COL11 PINK,joy of print is a london based independent print studio founded by the designer cath kidston as a new solo project introducing a collection flowing with beauty and joy extremely lightweight and supple rayon material with a beautiful drape
631,631,WOMEN Cotton Relaco Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/08_434533.jpg,the smooth fabric and sleek and breezy short length makes them perfect for relaxing cotton textured seersucker fabric that is soft and does not stick to the skin a natural color that looks great with the cotton fabric,WOMEN,100% Cotton,19.9,UNIQLO,Color: COL08 DARK GRAY,the smooth fabric and sleek and breezy short length makes them perfect for relaxing cotton textured seersucker fabric that is soft and does not stick to the skin a natural color that looks great with the cotton fabric
632,632,WOMEN AIRism Relaco 3/4 Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_428455.jpg,made of airism so that it is lighter and cooler airy silhouette for even more relaxed comfort added comfort features such as dry technology and cool touch feels very smooth and comfortable against your skin made out of jersey material with airism functions added giving this pair a new silhouette and cooler feel,WOMEN,"95% Polyester, 5% Spandex",19.9,UNIQLO,Color: COL09 BLACK,made of airism so that it is lighter and cooler airy silhouette for even more relaxed comfort added comfort features such as dry technology and cool touch feels very smooth and comfortable against your skin made out of jersey material with airism functions added giving this pair a new silhouette and cooler feel
